Team Tosca;;;;
PB-02439;;;;
V3.1.17 ;;;;
DateTime;GpsPos;EventNumber;Data;
2019-06-20 14:21:30;N3709.66W00653.95;770;64;
2019-06-20 14:22:30;N3709.66W00653.95;331;2515;
2019-06-20 14:22:30;N3709.66W00653.95;640;816;
2019-06-20 14:22:30;N3709.66W00653.95;650;803;
2019-06-20 14:22:30;N3709.66W00653.95;760;63;
2019-06-20 14:22:30;N3709.66W00653.95;770;64;
2019-06-20 14:23:30;N3709.66W00653.95;331;2532;
2019-06-20 14:23:30;N3709.66W00653.95;640;829;
2019-06-20 14:23:30;N3709.66W00653.95;650;820;
2019-06-20 14:23:30;N3709.66W00653.95;760;63;
2019-06-20 14:23:30;N3709.66W00653.95;770;64;
2019-06-20 14:24:30;N3709.66W00653.95;331;2547;
2019-06-20 14:24:30;N3709.66W00653.95;640;831;
2019-06-20 14:24:30;N3709.66W00653.95;650;834;
2019-06-20 14:24:30;N3709.66W00653.95;760;62;
2019-06-20 14:24:30;N3709.66W00653.95;770;64;
2019-06-20 14:25:30;N3709.66W00653.95;331;2561;
2019-06-20 14:25:30;N3709.66W00653.95;640;815;
2019-06-20 14:25:30;N3709.66W00653.95;650;810;
2019-06-20 14:25:30;N3709.66W00653.95;760;63;
2019-06-20 14:25:30;N3709.66W00653.95;770;64;
2019-06-20 14:25:43;-;240;0;
2019-06-20 14:26:15;N3709.66W00653.95;805;0;
2019-06-20 14:26:30;N3709.66W00653.95;331;2576;
2019-06-20 14:26:30;N3709.66W00653.95;640;826;
2019-06-20 14:26:30;N3709.66W00653.95;650;817;
2019-06-20 14:26:30;N3709.66W00653.95;760;63;
2019-06-20 14:26:30;N3709.66W00653.95;770;64;
2019-06-20 14:27:30;N3709.66W00653.95;331;2591;
2019-06-20 14:27:30;N3709.66W00653.95;640;830;
2019-06-20 14:27:30;N3709.66W00653.95;650;825;
2019-06-20 14:27:30;N3709.66W00653.95;760;63;
2019-06-20 14:27:30;N3709.66W00653.95;770;64;
2019-06-20 14:28:30;N3709.66W00653.95;331;2609;
2019-06-20 14:28:30;N3709.66W00653.95;640;823;
2019-06-20 14:28:30;N3709.66W00653.95;650;821;
2019-06-20 14:28:30;N3709.66W00653.95;760;62;
2019-06-20 14:28:30;N3709.66W00653.95;770;63;
2019-06-20 14:29:30;N3709.66W00653.95;331;2626;
2019-06-20 14:29:30;N3709.66W00653.95;640;823;
2019-06-20 14:29:30;N3709.66W00653.95;650;818;
2019-06-20 14:29:30;N3709.66W00653.95;760;63;
2019-06-20 14:29:30;N3709.66W00653.95;770;64;
2019-06-20 14:30:30;N3709.66W00653.95;331;2641;
2019-06-20 14:30:30;N3709.66W00653.95;640;828;
2019-06-20 14:30:30;N3709.66W00653.95;650;815;
2019-06-20 14:30:30;N3709.66W00653.95;760;62;
2019-06-20 14:30:30;N3709.66W00653.95;770;63;
2019-06-20 14:31:31;N3709.66W00653.95;331;2657;
2019-06-20 14:31:31;N3709.66W00653.95;640;828;
2019-06-20 14:31:31;N3709.66W00653.95;650;823;
2019-06-20 14:31:31;N3709.66W00653.95;760;62;
2019-06-20 14:31:31;N3709.66W00653.95;770;63;
2019-06-20 14:32:31;N3709.66W00653.95;331;2673;
2019-06-20 14:32:31;N3709.66W00653.95;640;819;
2019-06-20 14:32:31;N3709.66W00653.95;650;816;
2019-06-20 14:32:31;N3709.66W00653.95;760;62;
2019-06-20 14:32:31;N3709.66W00653.95;770;63;
2019-06-20 14:33:31;N3709.66W00653.95;331;2690;
2019-06-20 14:33:31;N3709.66W00653.95;640;822;
2019-06-20 14:33:31;N3709.66W00653.95;650;817;
2019-06-20 14:33:31;N3709.66W00653.95;760;63;
2019-06-20 14:33:31;N3709.66W00653.95;770;64;
2019-06-20 14:34:20;-;240;0;
2019-06-20 14:34:31;N3709.66W00653.95;640;813;
2019-06-20 14:34:31;N3709.66W00653.95;650;807;
2019-06-20 14:34:31;N3709.66W00653.95;760;63;
2019-06-20 14:34:31;N3709.66W00653.95;770;64;
2019-06-20 14:34:51;N3709.66W00653.95;805;0;
2019-06-20 14:35:31;N3709.66W00653.95;331;2724;
2019-06-20 14:35:31;N3709.66W00653.95;640;811;
2019-06-20 14:35:31;N3709.66W00653.95;650;800;
2019-06-20 14:35:31;N3709.66W00653.95;760;63;
2019-06-20 14:35:31;N3709.66W00653.95;770;64;
2019-06-20 14:36:31;N3709.66W00653.95;331;2742;
2019-06-20 14:36:31;N3709.66W00653.95;640;828;
2019-06-20 14:36:31;N3709.66W00653.95;650;817;
2019-06-20 14:36:31;N3709.66W00653.95;760;63;
2019-06-20 14:36:31;N3709.66W00653.95;770;64;
2019-06-20 14:37:31;N3709.66W00653.95;331;2760;
2019-06-20 14:37:31;N3709.66W00653.95;640;836;
2019-06-20 14:37:31;N3709.66W00653.95;650;822;
2019-06-20 14:37:31;N3709.66W00653.95;760;63;
2019-06-20 14:37:31;N3709.66W00653.95;770;64;
2019-06-20 14:38:31;N3709.66W00653.95;331;2778;
2019-06-20 14:38:31;N3709.66W00653.95;640;835;
2019-06-20 14:38:31;N3709.66W00653.95;650;822;
2019-06-20 14:38:31;N3709.66W00653.95;760;62;
2019-06-20 14:38:31;N3709.66W00653.95;770;64;
2019-06-20 14:39:31;N3709.66W00653.95;331;2796;
2019-06-20 14:39:31;N3709.66W00653.95;640;833;
2019-06-20 14:39:31;N3709.66W00653.95;650;834;
2019-06-20 14:39:31;N3709.66W00653.95;760;62;
2019-06-20 14:39:31;N3709.66W00653.95;770;64;
2019-06-20 14:40:31;N3709.66W00653.95;331;2813;
2019-06-20 14:40:31;N3709.66W00653.95;640;827;
2019-06-20 14:40:31;N3709.66W00653.95;650;816;
2019-06-20 14:40:31;N3709.66W00653.95;760;62;
2019-06-20 14:40:31;N3709.66W00653.95;770;63;
2019-06-20 14:41:31;N3709.66W00653.95;331;2830;
2019-06-20 14:41:31;N3709.66W00653.95;640;825;
2019-06-20 14:41:31;N3709.66W00653.95;650;813;
2019-06-20 14:41:31;N3709.66W00653.95;760;62;
2019-06-20 14:41:31;N3709.66W00653.95;770;63;
2019-06-20 14:42:27;-;240;0;
2019-06-20 14:42:31;N3709.66W00653.95;640;824;
2019-06-20 14:42:31;N3709.66W00653.95;650;823;
