Team Toccata;;;;
PB-01998;;;;
V3.1.17 ;;;;
DateTime;GpsPos;EventNumber;Data;
2019-01-19 16:11:28;N0116.6412E10355.825;650;1610;
2019-01-19 16:11:28;N0116.6412E10355.825;760;81;
2019-01-19 16:11:28;N0116.6412E10355.825;770;81;
2019-01-19 16:12:28;N0116.6418E10355.824;341;479;
2019-01-19 16:12:28;N0116.6418E10355.824;640;1608;
2019-01-19 16:12:28;N0116.6418E10355.824;650;1612;
2019-01-19 16:12:28;N0116.6418E10355.824;760;81;
2019-01-19 16:12:28;N0116.6418E10355.824;770;81;
2019-01-19 16:13:28;N0116.6423E10355.823;341;502;
2019-01-19 16:13:28;N0116.6423E10355.823;640;1607;
2019-01-19 16:13:28;N0116.6423E10355.823;650;1614;
2019-01-19 16:13:28;N0116.6423E10355.823;760;81;
2019-01-19 16:13:28;N0116.6423E10355.823;770;81;
2019-01-19 16:14:28;N0116.6433E10355.822;341;525;
2019-01-19 16:14:28;N0116.6433E10355.822;640;1606;
2019-01-19 16:14:28;N0116.6433E10355.822;650;1612;
2019-01-19 16:14:28;N0116.6433E10355.822;760;81;
2019-01-19 16:14:28;N0116.6433E10355.822;770;81;
2019-01-19 16:15:28;N0116.6436E10355.821;341;548;
2019-01-19 16:15:28;N0116.6436E10355.821;640;1608;
2019-01-19 16:15:28;N0116.6436E10355.821;650;1624;
2019-01-19 16:15:28;N0116.6436E10355.821;760;81;
2019-01-19 16:15:28;N0116.6436E10355.821;770;80;
2019-01-19 16:16:28;N0116.6430E10355.821;341;570;
2019-01-19 16:16:28;N0116.6430E10355.821;640;1613;
2019-01-19 16:16:28;N0116.6430E10355.821;650;1614;
2019-01-19 16:16:28;N0116.6430E10355.821;760;81;
2019-01-19 16:16:28;N0116.6430E10355.821;770;81;
2019-01-19 16:17:28;N0116.6428E10355.821;341;593;
2019-01-19 16:17:28;N0116.6428E10355.821;640;1610;
2019-01-19 16:17:28;N0116.6428E10355.821;650;1614;
2019-01-19 16:17:28;N0116.6428E10355.821;760;81;
2019-01-19 16:17:28;N0116.6428E10355.821;770;81;
2019-01-19 16:18:28;N0116.6421E10355.821;341;612;
2019-01-19 16:18:28;N0116.6421E10355.821;640;1615;
2019-01-19 16:18:28;N0116.6421E10355.821;650;1611;
2019-01-19 16:18:28;N0116.6421E10355.821;760;81;
2019-01-19 16:18:28;N0116.6421E10355.821;770;81;
2019-01-19 16:19:28;N0116.6409E10355.822;341;624;
2019-01-19 16:19:28;N0116.6409E10355.822;640;1635;
2019-01-19 16:19:28;N0116.6409E10355.822;650;1597;
2019-01-19 16:19:28;N0116.6409E10355.822;760;81;
2019-01-19 16:19:28;N0116.6409E10355.822;770;80;
2019-01-19 16:20:28;N0116.6397E10355.823;341;638;
2019-01-19 16:20:28;N0116.6397E10355.823;640;1593;
2019-01-19 16:20:28;N0116.6397E10355.823;650;1605;
2019-01-19 16:20:28;N0116.6397E10355.823;760;82;
2019-01-19 16:20:28;N0116.6397E10355.823;770;81;
2019-01-19 16:20:31;-;290;0;
2019-01-19 16:20:42;N0116.6395E10355.824;165;0;
2019-01-19 16:20:42;-;400;0;
2019-01-19 16:21:08;N0116.6391E10355.824;160;0;
2019-01-19 16:21:08;-;380;0;
2019-01-19 16:21:45;-;190;0;
2019-01-19 16:21:45;N0116.6387E10355.825;340;644;
2019-01-19 16:26:01;-;210;0;
2019-01-19 16:26:01;-;370;0;
2019-01-19 16:26:05;N0116.6390E10355.825;150;0;
2019-01-19 16:27:47;-;430;1;
2019-01-19 16:27:48;-;430;2;
2019-01-19 16:27:53;-;390;0;
2019-01-19 16:28:11;N0116.6385E10355.824;155;0;
2019-01-19 16:28:29;N0116.6383E10355.825;640;1849;
2019-01-19 16:28:29;N0116.6383E10355.825;650;1887;
2019-01-19 16:28:29;N0116.6383E10355.825;760;100;
2019-01-19 16:28:29;N0116.6383E10355.825;770;100;
2019-01-19 16:29:29;N0116.6379E10355.825;640;2071;
2019-01-19 16:29:29;N0116.6379E10355.825;650;2107;
2019-01-19 16:29:29;N0116.6379E10355.825;760;100;
2019-01-19 16:29:29;N0116.6379E10355.825;770;100;
2019-01-19 16:30:29;N0116.6379E10355.825;640;2080;
2019-01-19 16:30:29;N0116.6379E10355.825;650;2112;
2019-01-19 16:30:29;N0116.6379E10355.825;760;100;
2019-01-19 16:30:29;N0116.6379E10355.825;770;100;
2019-01-19 16:31:11;N0116.6382E10355.825;450;0;
2019-01-19 16:31:11;-;250;0;
2019-01-19 16:31:22;N0116.6382E10355.825;165;0;
2019-01-19 16:31:22;-;400;0;
2019-01-19 16:31:29;N0116.6383E10355.825;640;2120;
2019-01-19 16:31:29;N0116.6383E10355.825;650;2149;
2019-01-19 16:31:29;N0116.6383E10355.825;760;100;
2019-01-19 16:31:29;N0116.6383E10355.825;770;100;
2019-01-19 16:31:37;N0116.6383E10355.825;160;0;
2019-01-19 16:31:37;-;380;0;
2019-01-19 16:32:10;-;190;0;
2019-01-19 16:36:54;-;210;0;
2019-01-19 16:36:54;-;370;0;
2019-01-19 16:36:57;N0116.6382E10355.824;150;0;
2019-01-19 16:38:38;-;430;1;
2019-01-19 16:38:38;-;430;2;
2019-01-19 16:38:44;-;390;0;
2019-01-19 16:39:05;N0116.6379E10355.825;155;0;
2019-01-19 16:39:19;N0116.6380E10355.825;220;0;
2019-01-19 16:39:19;N0116.6380E10355.825;806;0;
2019-01-19 16:39:29;N0116.6381E10355.825;331;1;
2019-01-19 16:39:29;N0116.6381E10355.825;640;1829;
2019-01-19 16:39:29;N0116.6381E10355.825;650;1806;
2019-01-19 16:39:29;N0116.6381E10355.825;760;100;
2019-01-19 16:39:29;N0116.6381E10355.825;770;100;
2019-01-19 16:40:29;N0116.6381E10355.826;331;13;
2019-01-19 16:40:29;N0116.6381E10355.826;640;2012;
2019-01-19 16:40:29;N0116.6381E10355.826;650;2018;
2019-01-19 16:40:29;N0116.6381E10355.826;760;100;
2019-01-19 16:40:29;N0116.6381E10355.826;770;100;
2019-01-19 16:41:29;N0116.6381E10355.826;331;25;
2019-01-19 16:41:29;N0116.6381E10355.826;640;2042;
2019-01-19 16:41:29;N0116.6381E10355.826;650;2040;
2019-01-19 16:41:29;N0116.6381E10355.826;760;100;
2019-01-19 16:41:29;N0116.6381E10355.826;770;100;
2019-01-19 16:42:29;N0116.6383E10355.826;331;37;
2019-01-19 16:42:29;N0116.6383E10355.826;640;1994;
2019-01-19 16:42:29;N0116.6383E10355.826;650;2003;
2019-01-19 16:42:29;N0116.6383E10355.826;760;97;
2019-01-19 16:42:29;N0116.6383E10355.826;770;97;
2019-01-19 16:43:29;N0116.6383E10355.825;331;49;
2019-01-19 16:43:29;N0116.6383E10355.825;640;1924;
2019-01-19 16:43:29;N0116.6383E10355.825;650;1931;
2019-01-19 16:43:29;N0116.6383E10355.825;760;94;
2019-01-19 16:43:29;N0116.6383E10355.825;770;94;
2019-01-19 16:44:29;N0116.6381E10355.825;331;60;
2019-01-19 16:44:29;N0116.6381E10355.825;640;1849;
2019-01-19 16:44:29;N0116.6381E10355.825;650;1859;
2019-01-19 16:44:29;N0116.6381E10355.825;760;92;
2019-01-19 16:44:29;N0116.6381E10355.825;770;91;
2019-01-19 16:45:29;N0116.6380E10355.825;331;72;
