Team Toccata;;;;
PB-01998;;;;
V3.1.17 ;;;;
DateTime;GpsPos;EventNumber;Data;
2019-01-17 08:52:20;-;190;0;
2019-01-17 08:52:20;-;320;90;
2019-01-17 08:55:09;N0118.8365E10338.277;450;0;
2019-01-17 09:02:25;N0118.8363E10338.276;350;0;
2019-01-17 10:37:08;-;100;0;
2019-01-17 10:51:24;N0118.8361E10338.277;450;0;
2019-01-17 10:52:25;N0118.8361E10338.277;450;0;
2019-01-17 10:52:30;-;190;0;
2019-01-17 10:52:58;-;100;0;
2019-01-17 11:28:24;N0118.8362E10338.277;360;0;
2019-01-17 11:41:53;N0118.8360E10338.277;350;0;
2019-01-17 11:42:59;-;190;0;
2019-01-17 11:43:04;N0118.8360E10338.277;450;0;
2019-01-17 11:43:19;-;100;0;
2019-01-18 00:26:21;N0118.8364E10338.278;360;0;
2019-01-18 00:29:47;N0118.8363E10338.277;470;0;
2019-01-18 02:16:03;N0118.8360E10338.277;450;0;
2019-01-18 02:36:52;N0118.8363E10338.277;450;0;
2019-01-18 03:08:41;-;190;0;
2019-01-18 03:16:02;N0118.8361E10338.277;460;0;
2019-01-18 03:16:07;N0118.8361E10338.277;450;0;
2019-01-18 03:17:47;N0118.8361E10338.276;470;0;
2019-01-18 03:18:42;N0118.8362E10338.276;460;0;
2019-01-18 03:37:19;-;210;0;
2019-01-18 03:37:19;-;370;0;
2019-01-18 03:37:53;N0118.8363E10338.277;150;0;
2019-01-18 03:38:18;N0118.8363E10338.277;450;0;
2019-01-18 03:38:18;-;250;0;
2019-01-18 03:38:31;N0118.8363E10338.277;160;0;
2019-01-18 03:38:31;-;380;0;
2019-01-18 03:38:39;-;190;0;
2019-01-18 03:39:25;-;100;0;
2019-01-18 03:42:58;-;190;0;
2019-01-18 03:43:39;-;210;0;
2019-01-18 03:43:39;-;370;0;
2019-01-18 03:43:49;N0118.8363E10338.277;150;0;
2019-01-18 03:44:14;N0118.8363E10338.277;450;0;
2019-01-18 03:44:14;-;250;0;
2019-01-18 03:44:26;N0118.8363E10338.277;160;0;
2019-01-18 03:44:26;-;380;0;
2019-01-18 03:45:18;-;190;0;
2019-01-18 03:45:31;-;100;0;
2019-01-18 03:47:32;N0118.8366E10338.277;450;0;
2019-01-18 03:50:31;-;190;0;
2019-01-18 03:50:32;-;100;0;
2019-01-18 03:50:36;-;190;0;
2019-01-18 03:50:44;-;210;0;
2019-01-18 03:50:44;-;370;0;
2019-01-18 03:50:47;N0118.8362E10338.277;150;0;
2019-01-18 03:51:53;-;250;0;
2019-01-18 03:52:03;N0118.8363E10338.277;160;0;
2019-01-18 03:52:03;-;380;0;
2019-01-18 03:52:05;-;190;0;
2019-01-18 03:52:13;-;100;0;
2019-01-18 03:56:08;-;190;0;
2019-01-18 03:56:29;-;210;0;
2019-01-18 03:56:29;-;370;0;
2019-01-18 03:56:31;N0118.8364E10338.277;150;0;
2019-01-18 03:56:57;N0118.8364E10338.277;450;0;
2019-01-18 03:56:58;-;250;0;
2019-01-18 03:57:08;N0118.8364E10338.277;160;0;
2019-01-18 03:57:08;-;380;0;
2019-01-18 03:57:20;-;190;0;
2019-01-18 03:57:57;-;100;0;
2019-01-18 04:00:45;N0118.8363E10338.277;450;0;
2019-01-18 04:13:17;-;190;0;
2019-01-18 04:13:49;-;210;0;
2019-01-18 04:13:49;-;370;0;
2019-01-18 04:13:51;N0118.8360E10338.277;150;0;
2019-01-18 04:14:23;N0118.8361E10338.277;450;0;
2019-01-18 04:14:24;-;250;0;
2019-01-18 04:14:34;N0118.8361E10338.277;160;0;
2019-01-18 04:14:34;-;380;0;
2019-01-18 04:15:34;-;190;0;
2019-01-18 04:16:52;-;100;0;
2019-01-18 04:24:18;N0118.8359E10338.277;470;0;
2019-01-18 04:24:54;N0118.8359E10338.277;460;0;
2019-01-18 04:30:21;-;190;0;
2019-01-18 04:30:27;-;210;0;
2019-01-18 04:30:27;-;370;0;
2019-01-18 04:30:29;N0118.8364E10338.277;150;0;
2019-01-18 04:32:10;-;430;1;
2019-01-18 04:32:11;-;430;2;
2019-01-18 04:32:17;-;390;0;
2019-01-18 04:32:19;N0118.8362E10338.277;155;0;
2019-01-18 04:33:05;N0118.8363E10338.277;640;1759;
2019-01-18 04:33:05;N0118.8363E10338.277;650;1750;
2019-01-18 04:33:05;N0118.8363E10338.277;760;100;
2019-01-18 04:33:05;N0118.8363E10338.277;770;100;
2019-01-18 04:34:05;N0118.8365E10338.277;640;1778;
2019-01-18 04:34:05;N0118.8365E10338.277;650;1789;
2019-01-18 04:34:05;N0118.8365E10338.277;760;100;
2019-01-18 04:34:05;N0118.8365E10338.277;770;100;
2019-01-18 04:34:53;N0118.8363E10338.277;220;0;
2019-01-18 04:34:53;N0118.8363E10338.277;805;0;
2019-01-18 04:35:05;N0118.8363E10338.277;331;1;
2019-01-18 04:35:05;N0118.8363E10338.277;640;1790;
2019-01-18 04:35:05;N0118.8363E10338.277;650;1813;
2019-01-18 04:35:05;N0118.8363E10338.277;760;100;
2019-01-18 04:35:05;N0118.8363E10338.277;770;100;
2019-01-18 04:36:05;N0118.8363E10338.277;331;11;
2019-01-18 04:36:05;N0118.8363E10338.277;640;1856;
2019-01-18 04:36:05;N0118.8363E10338.277;650;1901;
2019-01-18 04:36:05;N0118.8363E10338.277;760;100;
2019-01-18 04:36:05;N0118.8363E10338.277;770;100;
2019-01-18 04:37:05;N0118.8363E10338.277;331;24;
2019-01-18 04:37:05;N0118.8363E10338.277;640;1884;
2019-01-18 04:37:05;N0118.8363E10338.277;650;1904;
2019-01-18 04:37:05;N0118.8363E10338.277;760;100;
2019-01-18 04:37:05;N0118.8363E10338.277;770;100;
2019-01-18 04:37:28;-;240;0;
2019-01-18 04:37:49;N0118.8365E10338.277;450;0;
2019-01-18 04:37:50;-;250;0;
2019-01-18 04:38:05;N0118.8364E10338.277;640;1969;
2019-01-18 04:38:05;N0118.8364E10338.277;650;1992;
2019-01-18 04:38:05;N0118.8364E10338.277;760;100;
2019-01-18 04:38:05;N0118.8364E10338.277;770;100;
2019-01-18 04:38:07;N0118.8364E10338.277;165;0;
2019-01-18 04:38:07;-;400;0;
2019-01-18 04:38:22;N0118.8365E10338.277;160;0;
2019-01-18 04:38:22;-;380;0;
2019-01-18 04:38:54;-;190;0;
2019-01-18 04:38:54;N0118.8364E10338.277;330;34;
2019-01-18 04:42:11;N0118.8362E10338.277;360;0;
2019-01-18 04:42:57;-;100;0;
2019-01-18 04:43:12;N0118.8360E10338.277;450;0;
2019-01-18 04:45:07;N0118.8361E10338.277;360;0;
2019-01-18 05:22:44;-;190;0;
2019-01-18 05:28:49;-;260;0;
2019-01-18 05:28:49;-;370;0;
2019-01-18 05:28:51;N0118.8359E10338.277;150;0;
2019-01-18 05:30:35;-;430;1;
2019-01-18 05:30:36;-;430;2;
2019-01-18 05:30:41;-;390;0;
2019-01-18 05:31:07;N0118.8361E10338.277;640;1481;
2019-01-18 05:31:07;N0118.8361E10338.277;650;1471;
2019-01-18 05:31:07;N0118.8361E10338.277;760;50;
2019-01-18 05:31:07;N0118.8361E10338.277;770;50;
2019-01-18 05:31:51;N0118.8362E10338.277;155;0;
2019-01-18 05:32:07;N0118.8361E10338.277;640;1561;
2019-01-18 05:32:07;N0118.8361E10338.277;650;1623;
2019-01-18 05:32:07;N0118.8361E10338.277;760;100;
2019-01-18 05:32:07;N0118.8361E10338.277;770;100;
2019-01-18 05:32:41;N0118.8359E10338.277;270;0;
2019-01-18 05:32:41;N0118.8359E10338.277;805;0;
2019-01-18 05:33:07;N0118.8359E10338.277;341;2;
2019-01-18 05:33:07;N0118.8359E10338.277;640;1868;
2019-01-18 05:33:07;N0118.8359E10338.277;650;1903;
2019-01-18 05:33:07;N0118.8359E10338.277;760;100;
2019-01-18 05:33:07;N0118.8359E10338.277;770;100;
2019-01-18 05:34:07;N0118.8358E10338.277;341;16;
2019-01-18 05:34:07;N0118.8358E10338.277;640;1774;
2019-01-18 05:34:07;N0118.8358E10338.277;650;1834;
2019-01-18 05:34:07;N0118.8358E10338.277;760;95;
2019-01-18 05:34:07;N0118.8358E10338.277;770;94;
2019-01-18 05:35:07;N0118.8357E10338.277;341;30;
2019-01-18 05:35:07;N0118.8357E10338.277;640;1604;
2019-01-18 05:35:07;N0118.8357E10338.277;650;1645;
2019-01-18 05:35:07;N0118.8357E10338.277;760;86;
2019-01-18 05:35:07;N0118.8357E10338.277;770;85;
2019-01-18 05:36:07;N0118.8357E10338.276;341;44;
2019-01-18 05:36:07;N0118.8357E10338.276;640;1466;
2019-01-18 05:36:07;N0118.8357E10338.276;650;1463;
2019-01-18 05:36:07;N0118.8357E10338.276;760;79;
2019-01-18 05:36:07;N0118.8357E10338.276;770;78;
2019-01-18 05:37:07;N0118.8357E10338.276;341;58;
2019-01-18 05:37:07;N0118.8357E10338.276;640;1336;
2019-01-18 05:37:07;N0118.8357E10338.276;650;1340;
2019-01-18 05:37:07;N0118.8357E10338.276;760;73;
2019-01-18 05:37:07;N0118.8357E10338.276;770;72;
2019-01-18 05:38:07;N0118.8357E10338.277;341;73;
2019-01-18 05:38:07;N0118.8357E10338.277;640;1239;
2019-01-18 05:38:07;N0118.8357E10338.277;650;1234;
2019-01-18 05:38:07;N0118.8357E10338.277;760;69;
2019-01-18 05:38:07;N0118.8357E10338.277;770;68;
2019-01-18 05:39:07;N0118.8359E10338.277;341;87;
2019-01-18 05:39:07;N0118.8359E10338.277;640;1165;
2019-01-18 05:39:07;N0118.8359E10338.277;650;1154;
2019-01-18 05:39:07;N0118.8359E10338.277;760;66;
2019-01-18 05:39:07;N0118.8359E10338.277;770;65;
2019-01-18 05:40:08;N0118.8358E10338.277;341;101;
2019-01-18 05:40:08;N0118.8358E10338.277;640;1089;
2019-01-18 05:40:08;N0118.8358E10338.277;650;1092;
2019-01-18 05:40:08;N0118.8358E10338.277;760;63;
2019-01-18 05:40:08;N0118.8358E10338.277;770;62;
2019-01-18 05:41:08;N0118.8359E10338.277;341;112;
2019-01-18 05:41:08;N0118.8359E10338.277;640;1055;
2019-01-18 05:41:08;N0118.8359E10338.277;650;1044;
2019-01-18 05:41:08;N0118.8359E10338.277;760;61;
2019-01-18 05:41:08;N0118.8359E10338.277;770;60;
2019-01-18 05:42:08;N0118.8359E10338.277;341;122;
2019-01-18 05:42:08;N0118.8359E10338.277;640;1014;
2019-01-18 05:42:08;N0118.8359E10338.277;650;1008;
2019-01-18 05:42:08;N0118.8359E10338.277;760;59;
2019-01-18 05:42:08;N0118.8359E10338.277;770;59;
2019-01-18 05:43:08;N0118.8361E10338.277;341;131;
2019-01-18 05:43:08;N0118.8361E10338.277;640;981;
2019-01-18 05:43:08;N0118.8361E10338.277;650;982;
2019-01-18 05:43:08;N0118.8361E10338.277;760;58;
2019-01-18 05:43:08;N0118.8361E10338.277;770;58;
2019-01-18 05:44:08;N0118.8361E10338.277;341;140;
2019-01-18 05:44:08;N0118.8361E10338.277;640;963;
2019-01-18 05:44:08;N0118.8361E10338.277;650;961;
2019-01-18 05:44:08;N0118.8361E10338.277;760;57;
2019-01-18 05:44:08;N0118.8361E10338.277;770;57;
