Data,DateTime,EventNumber,GpsPos,Team
96,2019-01-24 16:51:20,770,N0547.2241E11801.522,Team Toccata
307,2019-01-24 16:52:20,341,N0547.2242E11801.523,Team Toccata
1617,2019-01-24 16:52:20,640,N0547.2242E11801.523,Team Toccata
1607,2019-01-24 16:52:20,650,N0547.2242E11801.523,Team Toccata
97,2019-01-24 16:52:20,760,N0547.2242E11801.523,Team Toccata
96,2019-01-24 16:52:20,770,N0547.2242E11801.523,Team Toccata
320,2019-01-24 16:53:21,341,N0547.2240E11801.522,Team Toccata
1631,2019-01-24 16:53:21,640,N0547.2240E11801.522,Team Toccata
1646,2019-01-24 16:53:21,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 16:53:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 16:53:21,770,N0547.2240E11801.522,Team Toccata
334,2019-01-24 16:54:21,341,N0547.2244E11801.524,Team Toccata
1610,2019-01-24 16:54:21,640,N0547.2244E11801.524,Team Toccata
1635,2019-01-24 16:54:21,650,N0547.2244E11801.524,Team Toccata
97,2019-01-24 16:54:21,760,N0547.2244E11801.524,Team Toccata
96,2019-01-24 16:54:21,770,N0547.2244E11801.524,Team Toccata
347,2019-01-24 16:55:21,341,N0547.2240E11801.522,Team Toccata
1619,2019-01-24 16:55:21,640,N0547.2240E11801.522,Team Toccata
1618,2019-01-24 16:55:21,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 16:55:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 16:55:21,770,N0547.2240E11801.522,Team Toccata
361,2019-01-24 16:56:21,341,N0547.2240E11801.522,Team Toccata
1614,2019-01-24 16:56:21,640,N0547.2240E11801.522,Team Toccata
1616,2019-01-24 16:56:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 16:56:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 16:56:21,770,N0547.2240E11801.522,Team Toccata
374,2019-01-24 16:57:21,341,N0547.2241E11801.522,Team Toccata
1623,2019-01-24 16:57:21,640,N0547.2241E11801.522,Team Toccata
1607,2019-01-24 16:57:21,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 16:57:21,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 16:57:21,770,N0547.2241E11801.522,Team Toccata
387,2019-01-24 16:58:21,341,N0547.2241E11801.522,Team Toccata
1623,2019-01-24 16:58:21,640,N0547.2241E11801.522,Team Toccata
1625,2019-01-24 16:58:21,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 16:58:21,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 16:58:21,770,N0547.2241E11801.522,Team Toccata
401,2019-01-24 16:59:21,341,N0547.2241E11801.523,Team Toccata
1619,2019-01-24 16:59:21,640,N0547.2241E11801.523,Team Toccata
1623,2019-01-24 16:59:21,650,N0547.2241E11801.523,Team Toccata
97,2019-01-24 16:59:21,760,N0547.2241E11801.523,Team Toccata
96,2019-01-24 16:59:21,770,N0547.2241E11801.523,Team Toccata
414,2019-01-24 17:00:21,341,N0547.2241E11801.523,Team Toccata
1608,2019-01-24 17:00:21,640,N0547.2241E11801.523,Team Toccata
1614,2019-01-24 17:00:21,650,N0547.2241E11801.523,Team Toccata
97,2019-01-24 17:00:21,760,N0547.2241E11801.523,Team Toccata
96,2019-01-24 17:00:21,770,N0547.2241E11801.523,Team Toccata
427,2019-01-24 17:01:21,341,N0547.2241E11801.523,Team Toccata
1607,2019-01-24 17:01:21,640,N0547.2241E11801.523,Team Toccata
1622,2019-01-24 17:01:21,650,N0547.2241E11801.523,Team Toccata
96,2019-01-24 17:01:21,760,N0547.2241E11801.523,Team Toccata
96,2019-01-24 17:01:21,770,N0547.2241E11801.523,Team Toccata
440,2019-01-24 17:02:21,341,N0547.2240E11801.523,Team Toccata
1625,2019-01-24 17:02:21,640,N0547.2240E11801.523,Team Toccata
1616,2019-01-24 17:02:21,650,N0547.2240E11801.523,Team Toccata
96,2019-01-24 17:02:21,760,N0547.2240E11801.523,Team Toccata
96,2019-01-24 17:02:21,770,N0547.2240E11801.523,Team Toccata
453,2019-01-24 17:03:21,341,N0547.2240E11801.522,Team Toccata
1618,2019-01-24 17:03:21,640,N0547.2240E11801.522,Team Toccata
1604,2019-01-24 17:03:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:03:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:03:21,770,N0547.2240E11801.522,Team Toccata
466,2019-01-24 17:04:21,341,N0547.2239E11801.523,Team Toccata
1609,2019-01-24 17:04:21,640,N0547.2239E11801.523,Team Toccata
1611,2019-01-24 17:04:21,650,N0547.2239E11801.523,Team Toccata
97,2019-01-24 17:04:21,760,N0547.2239E11801.523,Team Toccata
96,2019-01-24 17:04:21,770,N0547.2239E11801.523,Team Toccata
479,2019-01-24 17:05:21,341,N0547.2240E11801.522,Team Toccata
1607,2019-01-24 17:05:21,640,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:05:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:05:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:05:21,770,N0547.2240E11801.522,Team Toccata
492,2019-01-24 17:06:21,341,N0547.2240E11801.522,Team Toccata
1612,2019-01-24 17:06:21,640,N0547.2240E11801.522,Team Toccata
1608,2019-01-24 17:06:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:06:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:06:21,770,N0547.2240E11801.522,Team Toccata
505,2019-01-24 17:07:21,341,N0547.2240E11801.522,Team Toccata
1621,2019-01-24 17:07:21,640,N0547.2240E11801.522,Team Toccata
1614,2019-01-24 17:07:21,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:07:21,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:07:21,770,N0547.2240E11801.522,Team Toccata
517,2019-01-24 17:08:21,341,N0547.2240E11801.522,Team Toccata
1639,2019-01-24 17:08:21,640,N0547.2240E11801.522,Team Toccata
1683,2019-01-24 17:08:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:08:21,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:08:21,770,N0547.2240E11801.522,Team Toccata
530,2019-01-24 17:09:21,341,N0547.2241E11801.522,Team Toccata
1608,2019-01-24 17:09:21,640,N0547.2241E11801.522,Team Toccata
1600,2019-01-24 17:09:21,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:09:21,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:09:21,770,N0547.2241E11801.522,Team Toccata
543,2019-01-24 17:10:21,341,N0547.2240E11801.522,Team Toccata
1611,2019-01-24 17:10:21,640,N0547.2240E11801.522,Team Toccata
1606,2019-01-24 17:10:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:10:21,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:10:21,770,N0547.2240E11801.522,Team Toccata
556,2019-01-24 17:11:21,341,N0547.2240E11801.522,Team Toccata
1609,2019-01-24 17:11:21,640,N0547.2240E11801.522,Team Toccata
1609,2019-01-24 17:11:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:11:21,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:11:21,770,N0547.2240E11801.522,Team Toccata
568,2019-01-24 17:12:21,341,N0547.2240E11801.522,Team Toccata
1603,2019-01-24 17:12:21,640,N0547.2240E11801.522,Team Toccata
1600,2019-01-24 17:12:21,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:12:21,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:12:21,770,N0547.2240E11801.522,Team Toccata
581,2019-01-24 17:13:21,341,N0547.2241E11801.522,Team Toccata
1608,2019-01-24 17:13:21,640,N0547.2241E11801.522,Team Toccata
1604,2019-01-24 17:13:21,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:13:21,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:13:21,770,N0547.2241E11801.522,Team Toccata
594,2019-01-24 17:14:21,341,N0547.2241E11801.522,Team Toccata
1608,2019-01-24 17:14:21,640,N0547.2241E11801.522,Team Toccata
1619,2019-01-24 17:14:21,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:14:21,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:14:21,770,N0547.2241E11801.522,Team Toccata
606,2019-01-24 17:15:21,341,N0547.2241E11801.522,Team Toccata
1593,2019-01-24 17:15:21,640,N0547.2241E11801.522,Team Toccata
1614,2019-01-24 17:15:21,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:15:21,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:15:21,770,N0547.2241E11801.522,Team Toccata
619,2019-01-24 17:16:21,341,N0547.2242E11801.522,Team Toccata
1611,2019-01-24 17:16:21,640,N0547.2242E11801.522,Team Toccata
1616,2019-01-24 17:16:21,650,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:16:21,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:16:21,770,N0547.2242E11801.522,Team Toccata
631,2019-01-24 17:17:21,341,N0547.2241E11801.522,Team Toccata
1612,2019-01-24 17:17:21,640,N0547.2241E11801.522,Team Toccata
1618,2019-01-24 17:17:21,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:17:21,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:17:21,770,N0547.2241E11801.522,Team Toccata
644,2019-01-24 17:18:22,341,N0547.2241E11801.522,Team Toccata
1609,2019-01-24 17:18:22,640,N0547.2241E11801.522,Team Toccata
1618,2019-01-24 17:18:22,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:18:22,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:18:22,770,N0547.2241E11801.522,Team Toccata
656,2019-01-24 17:19:22,341,N0547.2240E11801.522,Team Toccata
1623,2019-01-24 17:19:22,640,N0547.2240E11801.522,Team Toccata
1620,2019-01-24 17:19:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:19:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:19:22,770,N0547.2240E11801.522,Team Toccata
669,2019-01-24 17:20:22,341,N0547.2241E11801.522,Team Toccata
1606,2019-01-24 17:20:22,640,N0547.2241E11801.522,Team Toccata
1603,2019-01-24 17:20:22,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:20:22,760,N0547.2241E11801.522,Team Toccata
95,2019-01-24 17:20:22,770,N0547.2241E11801.522,Team Toccata
681,2019-01-24 17:21:22,341,N0547.2240E11801.522,Team Toccata
1585,2019-01-24 17:21:22,640,N0547.2240E11801.522,Team Toccata
1648,2019-01-24 17:21:22,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:21:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:21:22,770,N0547.2240E11801.522,Team Toccata
694,2019-01-24 17:22:22,341,N0547.2240E11801.522,Team Toccata
1622,2019-01-24 17:22:22,640,N0547.2240E11801.522,Team Toccata
1617,2019-01-24 17:22:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:22:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:22:22,770,N0547.2240E11801.522,Team Toccata
706,2019-01-24 17:23:22,341,N0547.2240E11801.522,Team Toccata
1609,2019-01-24 17:23:22,640,N0547.2240E11801.522,Team Toccata
1605,2019-01-24 17:23:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:23:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:23:22,770,N0547.2240E11801.522,Team Toccata
719,2019-01-24 17:24:22,341,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:24:22,640,N0547.2240E11801.522,Team Toccata
1597,2019-01-24 17:24:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:24:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:24:22,770,N0547.2240E11801.522,Team Toccata
731,2019-01-24 17:25:22,341,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:25:22,640,N0547.2240E11801.522,Team Toccata
1603,2019-01-24 17:25:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:25:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:25:22,770,N0547.2240E11801.522,Team Toccata
744,2019-01-24 17:26:22,341,N0547.2241E11801.522,Team Toccata
1587,2019-01-24 17:26:22,640,N0547.2241E11801.522,Team Toccata
1621,2019-01-24 17:26:22,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 17:26:22,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:26:22,770,N0547.2241E11801.522,Team Toccata
756,2019-01-24 17:27:22,341,N0547.2240E11801.522,Team Toccata
1616,2019-01-24 17:27:22,640,N0547.2240E11801.522,Team Toccata
1618,2019-01-24 17:27:22,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:27:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:27:22,770,N0547.2240E11801.522,Team Toccata
769,2019-01-24 17:28:22,341,N0547.2240E11801.522,Team Toccata
1612,2019-01-24 17:28:22,640,N0547.2240E11801.522,Team Toccata
1618,2019-01-24 17:28:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:28:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:28:22,770,N0547.2240E11801.522,Team Toccata
781,2019-01-24 17:29:22,341,N0547.2240E11801.522,Team Toccata
1607,2019-01-24 17:29:22,640,N0547.2240E11801.522,Team Toccata
1618,2019-01-24 17:29:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:29:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:29:22,770,N0547.2240E11801.522,Team Toccata
793,2019-01-24 17:30:22,341,N0547.2239E11801.522,Team Toccata
1612,2019-01-24 17:30:22,640,N0547.2239E11801.522,Team Toccata
1614,2019-01-24 17:30:22,650,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:30:22,760,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:30:22,770,N0547.2239E11801.522,Team Toccata
804,2019-01-24 17:31:22,341,N0547.2240E11801.522,Team Toccata
1608,2019-01-24 17:31:22,640,N0547.2240E11801.522,Team Toccata
1616,2019-01-24 17:31:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:31:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:31:22,770,N0547.2240E11801.522,Team Toccata
816,2019-01-24 17:32:22,341,N0547.2240E11801.522,Team Toccata
1606,2019-01-24 17:32:22,640,N0547.2240E11801.522,Team Toccata
1617,2019-01-24 17:32:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:32:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:32:22,770,N0547.2240E11801.522,Team Toccata
829,2019-01-24 17:33:22,341,N0547.2240E11801.522,Team Toccata
1602,2019-01-24 17:33:22,640,N0547.2240E11801.522,Team Toccata
1612,2019-01-24 17:33:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:33:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:33:22,770,N0547.2240E11801.522,Team Toccata
841,2019-01-24 17:34:22,341,N0547.2240E11801.522,Team Toccata
1611,2019-01-24 17:34:22,640,N0547.2240E11801.522,Team Toccata
1615,2019-01-24 17:34:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:34:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:34:22,770,N0547.2240E11801.522,Team Toccata
853,2019-01-24 17:35:22,341,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:35:22,640,N0547.2240E11801.522,Team Toccata
1602,2019-01-24 17:35:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:35:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:35:22,770,N0547.2240E11801.522,Team Toccata
866,2019-01-24 17:36:22,341,N0547.2240E11801.522,Team Toccata
1613,2019-01-24 17:36:22,640,N0547.2240E11801.522,Team Toccata
1607,2019-01-24 17:36:22,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:36:22,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:36:22,770,N0547.2240E11801.522,Team Toccata
878,2019-01-24 17:37:22,341,N0547.2241E11801.522,Team Toccata
1609,2019-01-24 17:37:22,640,N0547.2241E11801.522,Team Toccata
1616,2019-01-24 17:37:22,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:37:22,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:37:22,770,N0547.2241E11801.522,Team Toccata
890,2019-01-24 17:38:22,341,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:38:22,640,N0547.2240E11801.522,Team Toccata
1611,2019-01-24 17:38:22,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:38:22,760,N0547.2240E11801.522,Team Toccata
95,2019-01-24 17:38:22,770,N0547.2240E11801.522,Team Toccata
903,2019-01-24 17:39:22,341,N0547.2237E11801.522,Team Toccata
1640,2019-01-24 17:39:22,640,N0547.2237E11801.522,Team Toccata
1620,2019-01-24 17:39:22,650,N0547.2237E11801.522,Team Toccata
96,2019-01-24 17:39:22,760,N0547.2237E11801.522,Team Toccata
95,2019-01-24 17:39:22,770,N0547.2237E11801.522,Team Toccata
915,2019-01-24 17:40:22,341,N0547.2237E11801.522,Team Toccata
1623,2019-01-24 17:40:22,640,N0547.2237E11801.522,Team Toccata
1603,2019-01-24 17:40:22,650,N0547.2237E11801.522,Team Toccata
96,2019-01-24 17:40:22,760,N0547.2237E11801.522,Team Toccata
95,2019-01-24 17:40:22,770,N0547.2237E11801.522,Team Toccata
927,2019-01-24 17:41:22,341,N0547.2237E11801.522,Team Toccata
1584,2019-01-24 17:41:22,640,N0547.2237E11801.522,Team Toccata
1637,2019-01-24 17:41:22,650,N0547.2237E11801.522,Team Toccata
96,2019-01-24 17:41:22,760,N0547.2237E11801.522,Team Toccata
95,2019-01-24 17:41:22,770,N0547.2237E11801.522,Team Toccata
940,2019-01-24 17:42:22,341,N0547.2238E11801.522,Team Toccata
1608,2019-01-24 17:42:22,640,N0547.2238E11801.522,Team Toccata
1608,2019-01-24 17:42:22,650,N0547.2238E11801.522,Team Toccata
96,2019-01-24 17:42:22,760,N0547.2238E11801.522,Team Toccata
96,2019-01-24 17:42:22,770,N0547.2238E11801.522,Team Toccata
952,2019-01-24 17:43:22,341,N0547.2237E11801.522,Team Toccata
1612,2019-01-24 17:43:22,640,N0547.2237E11801.522,Team Toccata
1612,2019-01-24 17:43:22,650,N0547.2237E11801.522,Team Toccata
96,2019-01-24 17:43:22,760,N0547.2237E11801.522,Team Toccata
96,2019-01-24 17:43:22,770,N0547.2237E11801.522,Team Toccata
964,2019-01-24 17:44:23,341,N0547.2238E11801.522,Team Toccata
1600,2019-01-24 17:44:23,640,N0547.2238E11801.522,Team Toccata
1616,2019-01-24 17:44:23,650,N0547.2238E11801.522,Team Toccata
97,2019-01-24 17:44:23,760,N0547.2238E11801.522,Team Toccata
95,2019-01-24 17:44:23,770,N0547.2238E11801.522,Team Toccata
977,2019-01-24 17:45:23,341,N0547.2239E11801.522,Team Toccata
1601,2019-01-24 17:45:23,640,N0547.2239E11801.522,Team Toccata
1602,2019-01-24 17:45:23,650,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:45:23,760,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:45:23,770,N0547.2239E11801.522,Team Toccata
990,2019-01-24 17:46:23,341,N0547.2239E11801.522,Team Toccata
1613,2019-01-24 17:46:23,640,N0547.2239E11801.522,Team Toccata
1600,2019-01-24 17:46:23,650,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:46:23,760,N0547.2239E11801.522,Team Toccata
96,2019-01-24 17:46:23,770,N0547.2239E11801.522,Team Toccata
1002,2019-01-24 17:47:23,341,N0547.2240E11801.522,Team Toccata
1613,2019-01-24 17:47:23,640,N0547.2240E11801.522,Team Toccata
1607,2019-01-24 17:47:23,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:47:23,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:47:23,770,N0547.2240E11801.522,Team Toccata
1015,2019-01-24 17:48:23,341,N0547.2240E11801.522,Team Toccata
1612,2019-01-24 17:48:23,640,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 17:48:23,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:48:23,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:48:23,770,N0547.2240E11801.522,Team Toccata
1027,2019-01-24 17:49:23,341,N0547.2240E11801.522,Team Toccata
1611,2019-01-24 17:49:23,640,N0547.2240E11801.522,Team Toccata
1601,2019-01-24 17:49:23,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 17:49:23,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 17:49:23,770,N0547.2240E11801.522,Team Toccata
1040,2019-01-24 17:50:23,341,N0547.2241E11801.522,Team Toccata
1612,2019-01-24 17:50:23,640,N0547.2241E11801.522,Team Toccata
1610,2019-01-24 17:50:23,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 17:50:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:50:23,770,N0547.2241E11801.522,Team Toccata
1052,2019-01-24 17:51:23,341,N0547.2241E11801.522,Team Toccata
1617,2019-01-24 17:51:23,640,N0547.2241E11801.522,Team Toccata
1608,2019-01-24 17:51:23,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 17:51:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:51:23,770,N0547.2241E11801.522,Team Toccata
1065,2019-01-24 17:52:23,341,N0547.2242E11801.522,Team Toccata
1605,2019-01-24 17:52:23,640,N0547.2242E11801.522,Team Toccata
1606,2019-01-24 17:52:23,650,N0547.2242E11801.522,Team Toccata
97,2019-01-24 17:52:23,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:52:23,770,N0547.2242E11801.522,Team Toccata
1077,2019-01-24 17:53:23,341,N0547.2242E11801.522,Team Toccata
1611,2019-01-24 17:53:23,640,N0547.2242E11801.522,Team Toccata
1598,2019-01-24 17:53:23,650,N0547.2242E11801.522,Team Toccata
97,2019-01-24 17:53:23,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:53:23,770,N0547.2242E11801.522,Team Toccata
1090,2019-01-24 17:54:23,341,N0547.2243E11801.522,Team Toccata
1599,2019-01-24 17:54:23,640,N0547.2243E11801.522,Team Toccata
1595,2019-01-24 17:54:23,650,N0547.2243E11801.522,Team Toccata
96,2019-01-24 17:54:23,760,N0547.2243E11801.522,Team Toccata
96,2019-01-24 17:54:23,770,N0547.2243E11801.522,Team Toccata
1103,2019-01-24 17:55:23,341,N0547.2242E11801.522,Team Toccata
1613,2019-01-24 17:55:23,640,N0547.2242E11801.522,Team Toccata
1607,2019-01-24 17:55:23,650,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:55:23,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:55:23,770,N0547.2242E11801.522,Team Toccata
1115,2019-01-24 17:56:23,341,N0547.2241E11801.522,Team Toccata
1612,2019-01-24 17:56:23,640,N0547.2241E11801.522,Team Toccata
1623,2019-01-24 17:56:23,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:56:23,760,N0547.2241E11801.522,Team Toccata
97,2019-01-24 17:56:23,770,N0547.2241E11801.522,Team Toccata
1128,2019-01-24 17:57:23,341,N0547.2241E11801.522,Team Toccata
1617,2019-01-24 17:57:23,640,N0547.2241E11801.522,Team Toccata
1606,2019-01-24 17:57:23,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:57:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:57:23,770,N0547.2241E11801.522,Team Toccata
1140,2019-01-24 17:58:23,341,N0547.2241E11801.522,Team Toccata
1601,2019-01-24 17:58:23,640,N0547.2241E11801.522,Team Toccata
1635,2019-01-24 17:58:23,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 17:58:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 17:58:23,770,N0547.2241E11801.522,Team Toccata
1153,2019-01-24 17:59:23,341,N0547.2242E11801.522,Team Toccata
1606,2019-01-24 17:59:23,640,N0547.2242E11801.522,Team Toccata
1608,2019-01-24 17:59:23,650,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:59:23,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 17:59:23,770,N0547.2242E11801.522,Team Toccata
1165,2019-01-24 18:00:23,341,N0547.2242E11801.522,Team Toccata
1616,2019-01-24 18:00:23,640,N0547.2242E11801.522,Team Toccata
1609,2019-01-24 18:00:23,650,N0547.2242E11801.522,Team Toccata
96,2019-01-24 18:00:23,760,N0547.2242E11801.522,Team Toccata
96,2019-01-24 18:00:23,770,N0547.2242E11801.522,Team Toccata
1178,2019-01-24 18:01:23,341,N0547.2241E11801.522,Team Toccata
1607,2019-01-24 18:01:23,640,N0547.2241E11801.522,Team Toccata
1613,2019-01-24 18:01:23,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 18:01:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 18:01:23,770,N0547.2241E11801.522,Team Toccata
1190,2019-01-24 18:02:23,341,N0547.2240E11801.522,Team Toccata
1610,2019-01-24 18:02:23,640,N0547.2240E11801.522,Team Toccata
1605,2019-01-24 18:02:23,650,N0547.2240E11801.522,Team Toccata
97,2019-01-24 18:02:23,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 18:02:23,770,N0547.2240E11801.522,Team Toccata
1203,2019-01-24 18:03:23,341,N0547.2240E11801.522,Team Toccata
1602,2019-01-24 18:03:23,640,N0547.2240E11801.522,Team Toccata
1609,2019-01-24 18:03:23,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 18:03:23,760,N0547.2240E11801.522,Team Toccata
96,2019-01-24 18:03:23,770,N0547.2240E11801.522,Team Toccata
1215,2019-01-24 18:04:23,341,N0547.2240E11801.522,Team Toccata
1614,2019-01-24 18:04:23,640,N0547.2240E11801.522,Team Toccata
1616,2019-01-24 18:04:23,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 18:04:23,760,N0547.2240E11801.522,Team Toccata
97,2019-01-24 18:04:23,770,N0547.2240E11801.522,Team Toccata
1228,2019-01-24 18:05:23,341,N0547.2240E11801.522,Team Toccata
1606,2019-01-24 18:05:23,640,N0547.2240E11801.522,Team Toccata
1615,2019-01-24 18:05:23,650,N0547.2240E11801.522,Team Toccata
96,2019-01-24 18:05:23,760,N0547.2240E11801.522,Team Toccata
97,2019-01-24 18:05:23,770,N0547.2240E11801.522,Team Toccata
1241,2019-01-24 18:06:23,341,N0547.2241E11801.522,Team Toccata
1617,2019-01-24 18:06:23,640,N0547.2241E11801.522,Team Toccata
1605,2019-01-24 18:06:23,650,N0547.2241E11801.522,Team Toccata
97,2019-01-24 18:06:23,760,N0547.2241E11801.522,Team Toccata
96,2019-01-24 18:06:23,770,N0547.2241E11801.522,Team Toccata
1253,2019-01-24 18:07:23,341,N0547.2241E11801.522,Team Toccata
1617,2019-01-24 18:07:23,640,N0547.2241E11801.522,Team Toccata
1616,2019-01-24 18:07:23,650,N0547.2241E11801.522,Team Toccata
96,2019-01-24 18:07:23,760,N0547.2241E11801.522,Team Toccata
97,2019-01-24 18:07:23,770,N0547.2241E11801.522,Team Toccata
1266,2019-01-24 18:08:23,341,N0547.2240E11801.522,Team Toccata
1600,2019-01-24 18:08:23,640,N0547.2240E11801.522,Team Toccata
