Data,DateTime,EventNumber,GpsPos,Team
1920,2019-08-14 02:18:14,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 02:18:14,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 02:18:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:18:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:18:14,770,N2943.70W09513.45,Team Tosca
1941,2019-08-14 02:19:14,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 02:19:14,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 02:19:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:19:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:19:14,770,N2943.70W09513.45,Team Tosca
1961,2019-08-14 02:20:14,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:20:14,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 02:20:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:20:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:20:14,770,N2943.70W09513.45,Team Tosca
1979,2019-08-14 02:21:14,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 02:21:14,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:21:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:21:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:21:14,770,N2943.70W09513.45,Team Tosca
2000,2019-08-14 02:22:14,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 02:22:14,640,N2943.70W09513.45,Team Tosca
631,2019-08-14 02:22:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:22:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:22:14,770,N2943.70W09513.45,Team Tosca
2020,2019-08-14 02:23:14,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:23:14,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:23:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:23:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:23:14,770,N2943.70W09513.45,Team Tosca
2041,2019-08-14 02:24:14,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:24:14,640,N2943.70W09513.45,Team Tosca
632,2019-08-14 02:24:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:24:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:24:14,770,N2943.70W09513.45,Team Tosca
2062,2019-08-14 02:25:14,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:25:14,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:25:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:25:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:25:14,770,N2943.70W09513.45,Team Tosca
2083,2019-08-14 02:26:14,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 02:26:14,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:26:14,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:26:14,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:26:14,770,N2943.70W09513.45,Team Tosca
2103,2019-08-14 02:27:15,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 02:27:15,640,N2943.70W09513.45,Team Tosca
629,2019-08-14 02:27:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:27:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:27:15,770,N2943.70W09513.45,Team Tosca
2124,2019-08-14 02:28:15,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 02:28:15,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 02:28:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:28:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:28:15,770,N2943.70W09513.45,Team Tosca
2145,2019-08-14 02:29:15,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:29:15,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 02:29:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:29:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:29:15,770,N2943.70W09513.45,Team Tosca
2166,2019-08-14 02:30:15,341,N2943.70W09513.45,Team Tosca
659,2019-08-14 02:30:15,640,N2943.70W09513.45,Team Tosca
637,2019-08-14 02:30:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:30:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:30:15,770,N2943.70W09513.45,Team Tosca
2186,2019-08-14 02:31:15,341,N2943.70W09513.45,Team Tosca
660,2019-08-14 02:31:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:31:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:31:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:31:15,770,N2943.70W09513.45,Team Tosca
2207,2019-08-14 02:32:15,341,N2943.70W09513.45,Team Tosca
662,2019-08-14 02:32:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:32:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:32:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:32:15,770,N2943.70W09513.45,Team Tosca
2228,2019-08-14 02:33:15,341,N2943.70W09513.45,Team Tosca
663,2019-08-14 02:33:15,640,N2943.70W09513.45,Team Tosca
639,2019-08-14 02:33:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:33:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:33:15,770,N2943.70W09513.45,Team Tosca
2249,2019-08-14 02:34:15,341,N2943.70W09513.45,Team Tosca
664,2019-08-14 02:34:15,640,N2943.70W09513.45,Team Tosca
640,2019-08-14 02:34:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:34:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:34:15,770,N2943.70W09513.45,Team Tosca
2270,2019-08-14 02:35:15,341,N2943.70W09513.45,Team Tosca
664,2019-08-14 02:35:15,640,N2943.70W09513.45,Team Tosca
641,2019-08-14 02:35:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:35:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:35:15,770,N2943.70W09513.45,Team Tosca
2291,2019-08-14 02:36:15,341,N2943.70W09513.45,Team Tosca
664,2019-08-14 02:36:15,640,N2943.70W09513.45,Team Tosca
636,2019-08-14 02:36:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:36:15,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 02:36:15,770,N2943.70W09513.45,Team Tosca
2312,2019-08-14 02:37:15,341,N2943.70W09513.45,Team Tosca
663,2019-08-14 02:37:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:37:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:37:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:37:15,770,N2943.70W09513.45,Team Tosca
2332,2019-08-14 02:38:15,341,N2943.70W09513.45,Team Tosca
659,2019-08-14 02:38:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:38:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:38:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:38:15,770,N2943.70W09513.45,Team Tosca
2353,2019-08-14 02:39:15,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 02:39:15,640,N2943.70W09513.45,Team Tosca
639,2019-08-14 02:39:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:39:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:39:15,770,N2943.70W09513.45,Team Tosca
2374,2019-08-14 02:40:15,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 02:40:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:40:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:40:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:40:15,770,N2943.70W09513.45,Team Tosca
2395,2019-08-14 02:41:15,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 02:41:15,640,N2943.70W09513.45,Team Tosca
638,2019-08-14 02:41:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:41:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:41:15,770,N2943.70W09513.45,Team Tosca
2415,2019-08-14 02:42:15,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 02:42:15,640,N2943.70W09513.45,Team Tosca
639,2019-08-14 02:42:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:42:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:42:15,770,N2943.70W09513.45,Team Tosca
2436,2019-08-14 02:43:15,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 02:43:15,640,N2943.70W09513.45,Team Tosca
639,2019-08-14 02:43:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:43:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:43:15,770,N2943.70W09513.45,Team Tosca
2456,2019-08-14 02:44:15,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 02:44:15,640,N2943.70W09513.45,Team Tosca
632,2019-08-14 02:44:15,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 02:44:15,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 02:44:15,770,N2943.70W09513.45,Team Tosca
2477,2019-08-14 02:45:15,341,N2943.70W09513.45,Team Tosca
657,2019-08-14 02:45:15,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:45:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:45:15,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 02:45:15,770,N2943.70W09513.45,Team Tosca
2497,2019-08-14 02:46:15,341,N2943.70W09513.45,Team Tosca
658,2019-08-14 02:46:15,640,N2943.70W09513.45,Team Tosca
629,2019-08-14 02:46:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:46:15,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 02:46:15,770,N2943.70W09513.45,Team Tosca
2518,2019-08-14 02:47:15,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 02:47:15,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 02:47:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:47:15,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 02:47:15,770,N2943.70W09513.45,Team Tosca
2538,2019-08-14 02:48:15,341,N2943.70W09513.45,Team Tosca
645,2019-08-14 02:48:15,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 02:48:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:48:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:48:15,770,N2943.70W09513.45,Team Tosca
2558,2019-08-14 02:49:15,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 02:49:15,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 02:49:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:49:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:49:15,770,N2943.70W09513.45,Team Tosca
2578,2019-08-14 02:50:15,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 02:50:15,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 02:50:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:50:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:50:15,770,N2943.70W09513.45,Team Tosca
2598,2019-08-14 02:51:15,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 02:51:15,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 02:51:15,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:51:15,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:51:15,770,N2943.70W09513.45,Team Tosca
2617,2019-08-14 02:52:16,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 02:52:16,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 02:52:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:52:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:52:16,770,N2943.70W09513.45,Team Tosca
2637,2019-08-14 02:53:16,341,N2943.70W09513.45,Team Tosca
642,2019-08-14 02:53:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 02:53:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:53:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:53:16,770,N2943.70W09513.45,Team Tosca
2657,2019-08-14 02:54:16,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 02:54:16,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 02:54:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:54:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:54:16,770,N2943.70W09513.45,Team Tosca
2677,2019-08-14 02:55:16,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 02:55:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 02:55:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:55:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:55:16,770,N2943.70W09513.45,Team Tosca
2696,2019-08-14 02:56:16,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 02:56:16,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 02:56:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:56:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:56:16,770,N2943.70W09513.45,Team Tosca
2716,2019-08-14 02:57:16,341,N2943.70W09513.45,Team Tosca
643,2019-08-14 02:57:16,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 02:57:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:57:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:57:16,770,N2943.70W09513.45,Team Tosca
2735,2019-08-14 02:58:16,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 02:58:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 02:58:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:58:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:58:16,770,N2943.70W09513.45,Team Tosca
2754,2019-08-14 02:59:16,341,N2943.70W09513.45,Team Tosca
646,2019-08-14 02:59:16,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 02:59:16,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 02:59:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 02:59:16,770,N2943.70W09513.45,Team Tosca
2771,2019-08-14 03:00:16,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:00:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:00:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:00:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:00:16,770,N2943.70W09513.45,Team Tosca
2790,2019-08-14 03:01:16,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:01:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:01:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:01:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:01:16,770,N2943.70W09513.45,Team Tosca
2809,2019-08-14 03:02:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:02:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:02:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:02:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:02:16,770,N2943.70W09513.45,Team Tosca
2829,2019-08-14 03:03:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:03:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:03:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:03:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:03:16,770,N2943.70W09513.45,Team Tosca
2848,2019-08-14 03:04:16,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:04:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:04:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:04:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:04:16,770,N2943.70W09513.45,Team Tosca
2867,2019-08-14 03:05:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:05:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:05:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:05:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:05:16,770,N2943.70W09513.45,Team Tosca
2886,2019-08-14 03:06:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:06:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:06:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:06:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:06:16,770,N2943.70W09513.45,Team Tosca
2906,2019-08-14 03:07:16,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:07:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:07:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:07:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:07:16,770,N2943.70W09513.45,Team Tosca
2925,2019-08-14 03:08:16,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 03:08:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:08:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:08:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:08:16,770,N2943.70W09513.45,Team Tosca
2944,2019-08-14 03:09:16,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 03:09:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:09:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:09:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:09:16,770,N2943.70W09513.45,Team Tosca
2963,2019-08-14 03:10:16,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 03:10:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:10:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:10:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:10:16,770,N2943.70W09513.45,Team Tosca
2982,2019-08-14 03:11:16,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:11:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:11:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:11:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:11:16,770,N2943.70W09513.45,Team Tosca
3001,2019-08-14 03:12:16,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:12:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:12:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:12:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:12:16,770,N2943.70W09513.45,Team Tosca
3019,2019-08-14 03:13:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:13:16,640,N2943.70W09513.45,Team Tosca
627,2019-08-14 03:13:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:13:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:13:16,770,N2943.70W09513.45,Team Tosca
3038,2019-08-14 03:14:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:14:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:14:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:14:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:14:16,770,N2943.70W09513.45,Team Tosca
3057,2019-08-14 03:15:16,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:15:16,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:15:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:15:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:15:16,770,N2943.70W09513.45,Team Tosca
3076,2019-08-14 03:16:16,341,N2943.70W09513.45,Team Tosca
654,2019-08-14 03:16:16,640,N2943.70W09513.45,Team Tosca
630,2019-08-14 03:16:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:16:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:16:16,770,N2943.70W09513.45,Team Tosca
3094,2019-08-14 03:17:16,341,N2943.70W09513.45,Team Tosca
657,2019-08-14 03:17:16,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 03:17:16,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:17:16,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:17:16,770,N2943.70W09513.45,Team Tosca
3113,2019-08-14 03:18:17,341,N2943.70W09513.45,Team Tosca
658,2019-08-14 03:18:17,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 03:18:17,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:18:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:18:17,770,N2943.70W09513.45,Team Tosca
3132,2019-08-14 03:19:17,341,N2943.70W09513.45,Team Tosca
652,2019-08-14 03:19:17,640,N2943.70W09513.45,Team Tosca
634,2019-08-14 03:19:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:19:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:19:17,770,N2943.70W09513.45,Team Tosca
3151,2019-08-14 03:20:17,341,N2943.70W09513.45,Team Tosca
653,2019-08-14 03:20:17,640,N2943.70W09513.45,Team Tosca
637,2019-08-14 03:20:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:20:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:20:17,770,N2943.70W09513.45,Team Tosca
3169,2019-08-14 03:21:17,341,N2943.70W09513.45,Team Tosca
644,2019-08-14 03:21:17,640,N2943.70W09513.45,Team Tosca
628,2019-08-14 03:21:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:21:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:21:17,770,N2943.70W09513.45,Team Tosca
3188,2019-08-14 03:22:17,341,N2943.70W09513.45,Team Tosca
650,2019-08-14 03:22:17,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 03:22:17,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:22:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:22:17,770,N2943.70W09513.45,Team Tosca
3206,2019-08-14 03:23:17,341,N2943.70W09513.45,Team Tosca
651,2019-08-14 03:23:17,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 03:23:17,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:23:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:23:17,770,N2943.70W09513.45,Team Tosca
3224,2019-08-14 03:24:17,341,N2943.70W09513.45,Team Tosca
649,2019-08-14 03:24:17,640,N2943.70W09513.45,Team Tosca
626,2019-08-14 03:24:17,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:24:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:24:17,770,N2943.70W09513.45,Team Tosca
3243,2019-08-14 03:25:17,341,N2943.70W09513.45,Team Tosca
648,2019-08-14 03:25:17,640,N2943.70W09513.45,Team Tosca
625,2019-08-14 03:25:17,650,N2943.70W09513.45,Team Tosca
92,2019-08-14 03:25:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:25:17,770,N2943.70W09513.45,Team Tosca
3262,2019-08-14 03:26:17,341,N2943.70W09513.45,Team Tosca
665,2019-08-14 03:26:17,640,N2943.70W09513.45,Team Tosca
644,2019-08-14 03:26:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:26:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:26:17,770,N2943.70W09513.45,Team Tosca
3281,2019-08-14 03:27:17,341,N2943.70W09513.45,Team Tosca
661,2019-08-14 03:27:17,640,N2943.70W09513.45,Team Tosca
648,2019-08-14 03:27:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:27:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:27:17,770,N2943.70W09513.45,Team Tosca
3301,2019-08-14 03:28:17,341,N2943.70W09513.45,Team Tosca
668,2019-08-14 03:28:17,640,N2943.70W09513.45,Team Tosca
654,2019-08-14 03:28:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:28:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:28:17,770,N2943.70W09513.45,Team Tosca
3320,2019-08-14 03:29:17,341,N2943.70W09513.45,Team Tosca
667,2019-08-14 03:29:17,640,N2943.70W09513.45,Team Tosca
655,2019-08-14 03:29:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:29:17,760,N2943.70W09513.45,Team Tosca
95,2019-08-14 03:29:17,770,N2943.70W09513.45,Team Tosca
3340,2019-08-14 03:30:17,341,N2943.70W09513.45,Team Tosca
667,2019-08-14 03:30:17,640,N2943.70W09513.45,Team Tosca
647,2019-08-14 03:30:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:30:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:30:17,770,N2943.70W09513.45,Team Tosca
3359,2019-08-14 03:31:17,341,N2943.70W09513.45,Team Tosca
669,2019-08-14 03:31:17,640,N2943.70W09513.45,Team Tosca
648,2019-08-14 03:31:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:31:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:31:17,770,N2943.70W09513.45,Team Tosca
3378,2019-08-14 03:32:17,341,N2943.70W09513.45,Team Tosca
667,2019-08-14 03:32:17,640,N2943.70W09513.45,Team Tosca
647,2019-08-14 03:32:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:32:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:32:17,770,N2943.70W09513.45,Team Tosca
3398,2019-08-14 03:33:17,341,N2943.70W09513.45,Team Tosca
666,2019-08-14 03:33:17,640,N2943.70W09513.45,Team Tosca
647,2019-08-14 03:33:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:33:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:33:17,770,N2943.70W09513.45,Team Tosca
3418,2019-08-14 03:34:17,341,N2943.70W09513.45,Team Tosca
666,2019-08-14 03:34:17,640,N2943.70W09513.45,Team Tosca
646,2019-08-14 03:34:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:34:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:34:17,770,N2943.70W09513.45,Team Tosca
3437,2019-08-14 03:35:17,341,N2943.70W09513.45,Team Tosca
666,2019-08-14 03:35:17,640,N2943.70W09513.45,Team Tosca
646,2019-08-14 03:35:17,650,N2943.70W09513.45,Team Tosca
91,2019-08-14 03:35:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:35:17,770,N2943.70W09513.45,Team Tosca
3457,2019-08-14 03:36:17,341,N2943.70W09513.45,Team Tosca
662,2019-08-14 03:36:17,640,N2943.70W09513.45,Team Tosca
645,2019-08-14 03:36:17,650,N2943.70W09513.45,Team Tosca
90,2019-08-14 03:36:17,760,N2943.70W09513.45,Team Tosca
94,2019-08-14 03:36:17,770,N2943.70W09513.45,Team Tosca
3477,2019-08-14 03:37:17,341,N2943.70W09513.45,Team Tosca
658,2019-08-14 03:37:17,640,N2943.70W09513.45,Team Tosca
